	gt	ms_total
0	44	0.020645479753648773
1	57	0.027861515205097786
2	61	0.019006875762457572
3	46	0.05251015330501583
4	40	0.03685285561267449
5	50	0.05161526731457663
6	49	0.018192920882137774
7	49	0.04330135668837301
8	40	0.019593460186917527
9	68	0.04980398976327097
10	26	0.028683071790716053
11	45	0.037448610639131776
12	42	0.022231022953172475
13	15	0.011494803951394418
14	70	0.06478846209507416
15	34	0.0166317735246916
16	43	0.01899745483106159
17	18	0.024887484632299377
18	85	0.04138704861583315
19	68	0.03902333600063101
20	50	0.04056075768446266
21	36	0.06440991102624044
22	22	0.019267843296241986
23	56	0.03043457590112746
24	77	0.07847806690086412
25	74	0.04733626619436334
26	58	0.049781809610239376
27	20	0.009757290109811715
28	22	0.02461209804585877
29	65	0.04939949403578433
30	75	0.0760918696910902
31	87	0.0818295015061623
32	78	0.042864586132185585
33	92	0.08828480615744
34	36	0.049265691488076975
35	47	0.026614179940376344
36	87	0.0581872883995693
37	36	0.02575211364067485
38	26	0.04457397371419495
39	69	0.02752814966176388
40	73	0.03361833249004736
41	82	0.054046967222047486
42	44	0.06359870030129115
43	46	0.04799990540273682
44	25	0.028304341333568624
45	68	0.02972347808308366
46	10	0.014026244473423861
47	75	0.0389563616278951
48	68	0.045111874054984756
49	38	0.012659536033028933
50	69	0.0752166380128466
51	22	0.014290886015099357
52	13	0.019508477249943344
53	64	0.06501709877696595
54	44	0.036524970381989603
55	55	0.037412680748786564
56	39	0.02177615817390841
57	32	0.026878524209973043
58	30	0.04250040180624875
59	52	0.04058632715410592
60	45	0.05060127559901914
61	45	0.05492278111761132
62	50	0.026153530085957746
63	53	0.03325510212331422
64	55	0.04137805415561844
65	24	0.03332135897585508
66	70	0.07172648686228275
67	54	0.06498795284404396
68	57	0.0267076245954064
69	58	0.05803978313618761
70	81	0.045026809924955336
71	67	0.05395071212629576
72	44	0.03834925649249699
73	61	0.04670307328977383
74	47	0.023521125322937455
75	92	0.06726494827734011
76	90	0.0855010171984411
77	53	0.06265497780184232
78	42	0.015348231483800186
79	65	0.07181157571275003
80	68	0.04026500400484837
81	30	0.023637594861622497
82	59	0.03830579543413726
83	51	0.04522993566688053
84	86	0.052608080600065964
87	82	0.03552438485875656
88	29	0.025367678959410712
89	74	0.050044056451917764
90	29	0.022986522890345158
91	40	0.039164333813816045
92	71	0.05520085194054508
93	62	0.03815879069236733
94	72	0.04971599092309353
95	21	0.014167001337252802
96	46	0.039072543848867054
97	71	0.05000295262426696
98	63	0.019099065147866093
99	27	0.030024564553150234
100	38	0.01901861148381077
101	72	0.06859742061386333
102	37	0.038103209776181195
103	39	0.03820943783086001
104	61	0.04566293743435116
105	14	0.014979689420834342
106	59	0.05121019134049931
107	64	0.0434502154626569
108	67	0.02201066510011365
110	48	0.019433526399501272
111	31	0.043516004381457966
112	44	0.04096634143337924
113	52	0.02529714486672437
114	50	0.0387811662909194
115	78	0.04896184026555465
116	76	0.04795261318059708
117	66	0.030798380682135373
118	65	0.05859936591575952
119	49	0.02733599509996323
120	35	0.07686612273014531
121	40	0.050657048077972756
122	51	0.05830984881306745
123	53	0.06391999594739037
124	60	0.05412461309511715
125	98	0.06039690712448521
126	75	0.04424830993454571
127	50	0.04910354151923132
128	47	0.04198160094591227
129	50	0.061434958188466095
130	48	0.021669013294734307
131	52	0.03700112611896563
132	51	0.04555933019161847
133	75	0.01989884782478427
134	58	0.08291160185051762
135	100	0.05708036003188463
136	56	0.02698687409845137
137	91	0.05074698459664234
138	27	0.02177542027642677
139	13	0.009527213241317488
140	33	0.040826521003773264
141	39	0.03598766095800929
142	35	0.04281656161387987
143	64	0.03861876010905744
144	68	0.055903947404117464
145	68	0.03425554278225851
146	65	0.03818470287638153
147	75	0.045899180893998005
148	26	0.021035482176556135
149	27	0.01479121627226347
150	15	0.006889542744868727
151	20	0.014792099477370457
152	49	0.06053450404684627
153	31	0.06951714094174503
154	76	0.04630411918520582
155	20	0.02210379024546519
156	39	0.02072054299591489
157	21	0.05369980382137226
158	46	0.03833795733631537
159	77	0.08052347827819983
160	38	0.02993998093765221
161	56	0.045483443983453324
162	72	0.06288588697378948
163	28	0.01646543974177286
164	58	0.030747745468540866
165	68	0.032642454692787905
166	71	0.06061446528331369
167	53	0.02034897534997129
168	23	0.023815058189984722
169	40	0.023170773801330567
170	40	0.0650739288915207
171	47	0.026781966616694037
172	68	0.05735498713513401
173	36	0.01299715927824798
174	63	0.04322496318926508
175	85	0.08212675535654847
176	71	0.0346365505202943
177	47	0.029759893479427563
178	67	0.0500114523994667
179	20	0.014690456054827822
180	69	0.05456349343731531
181	81	0.03335919368973733
182	58	0.055835100143383685
183	59	0.023675097233737702
184	42	0.03544658820616118
185	31	0.019082566785060154
186	62	0.025094102730452972
187	20	0.024864500921744654
188	63	0.057251046622338174
189	70	0.06095273171497356
190	81	0.027990328610262294
191	50	0.03589129645452882
192	78	0.035106716261953795
193	55	0.054286054282479214
194	15	0.02267907176331631
195	61	0.05577776260501947
196	47	0.03674285450143655
197	83	0.07973224283810142
198	79	0.0331478840220149
199	0	0.03341860830003571
