	gt	ms_total	512-256	256-128	128-64	64-32	32-16	frac	local_max	local_min	2parts
0	36	3.4442119499479586e-21	0.19025451047004138	0.09334782598536319	0.04497590580265986	0.0228658722646791	0.01222050980124497	-0.20247502027128636	1	1	3.4442119499479586e-21
1	42	6.518056340304095e-21	0.23303175773361565	0.10492816266330447	0.05582663048959885	0.030383459231760952	0.015914699401310187	-0.24894645713492583	1	1	6.518056340304095e-21
2	33	-3.608290262042705e-21	0.1374102066804635	0.0747045644647899	0.04056887606846068	0.023171817708808155	0.013198202889301212	-0.1506084095697647	1	1	-3.608290262042705e-21
3	45	2.6627642654791228e-20	0.22024578186565452	0.10493797900055232	0.05027678549516746	0.026203843312609946	0.014269049318426213	-0.23451483118408073	1	1	2.6627642654791228e-20
4	59	3.710430148389373e-21	0.17870444174859113	0.09536629958847455	0.04589009979236394	0.02499436602795767	0.014577657002665723	-0.19328209875125685	1	1	3.710430148389373e-21
5	59	5.0293271778972736e-21	0.20700141609733957	0.11174160556386781	0.055357381405112545	0.027686131392792204	0.013316919798809605	-0.2203183358961492	1	1	5.0293271778972736e-21
6	46	7.681590719684627e-21	0.15865129610483616	0.09460790491554143	0.054803987634982246	0.031137683459192104	0.017753425617384456	-0.17640472172222063	1	1	7.681590719684627e-21
7	52	3.725971032606008e-20	0.11476651174138787	0.08563001427354373	0.05082762941091893	0.028954496278206877	0.016054106032677467	-0.13082061777406534	1	1	3.725971032606008e-20
8	11	2.989341033300139e-20	0.10492008979116396	0.09552753430697587	0.05567582463062949	0.029091126142608704	0.015011456543400001	-0.11993154633456396	1	1	2.989341033300139e-20
9	33	1.988026592610154e-21	0.26102542585985133	0.09798577317977411	0.0415600890024442	0.021615362266570307	0.012519589909281582	-0.2735450157691329	1	1	1.988026592610154e-21
10	19	-8.98411783170059e-22	0.19706772878637158	0.0810621492637775	0.046259075194282184	0.02705728202602102	0.014953530554101112	-0.2120212593404727	1	1	-8.98411783170059e-22
11	19	-1.8081309143452825e-20	0.15296206209112165	0.09172351283294355	0.054218653476866316	0.03172815970241861	0.017725639612742185	-0.17068770170386383	1	1	-1.8081309143452825e-20
12	22	-4.5403757255369337e-20	0.16289971685512783	0.09585230677006168	0.04718904475019306	0.024471927812504946	0.013220028291434692	-0.17611974514656253	1	1	-4.5403757255369337e-20
13	47	1.4362073610344227e-20	0.1474387661060968	0.08386421425399813	0.04757793249502777	0.02751057125840552	0.01647951439882903	-0.16391828050492582	1	1	1.4362073610344227e-20
14	54	-2.3815657558810305e-20	0.1761443826183967	0.08803170551967959	0.04753241864041577	0.026126632520644767	0.014740044808733076	-0.1908844274271298	1	1	-2.3815657558810305e-20
15	48	-6.349276016818432e-21	0.20914000427267837	0.10784853155232664	0.04717050719814258	0.02127423006770797	0.009895286286777853	-0.21903529055945622	1	1	-6.349276016818432e-21
16	62	-9.011644099291732e-21	0.2602254495000633	0.10052179941323543	0.04753533598276112	0.021150473598376948	0.00867639490984104	-0.2689018444099044	1	1	-9.011644099291732e-21
17	60	7.918277654235227e-21	0.1302581953248314	0.10038741916743968	0.05877512055277045	0.03196230812432909	0.016745490394564102	-0.1470036857193955	1	1	7.918277654235227e-21
18	62	-4.8120981690486004e-20	0.130992908872296	0.10334376432819745	0.05992791541778655	0.033494674202211853	0.01873462104386399	-0.14972752991616	1	1	-4.8120981690486004e-20
19	26	-6.406936917847929e-21	0.20463133676377815	0.09927065822920217	0.05062471949248752	0.026627927148274222	0.012968752978392029	-0.21760008974217018	1	1	-6.406936917847929e-21
20	22	-2.4297082933567972e-21	0.06391635271317911	0.050960276635871604	0.03359501367002263	0.02222731012354407	0.01474793002883577	-0.07866428274201488	1	1	-2.4297082933567972e-21
21	89	-1.992444448179601e-20	0.17274735611831787	0.08001563743234259	0.04185070649248045	0.023271641451399722	0.01353980450066002	-0.1862871606189779	1	1	-1.992444448179601e-20
22	52	2.216109284733623e-21	0.24450998092361068	0.11251839848218353	0.04676709026915961	0.021857285328320902	0.01109432089607673	-0.2556043018196874	1	1	2.216109284733623e-21
23	89	-2.0206287163920742e-21	0.33374175907677167	0.11040495380935458	0.04353989057330101	0.019295472968192385	0.008730670821623527	-0.3424724298983952	1	1	-2.0206287163920742e-21
24	68	2.5541182746562782e-20	0.15316091601388002	0.09516564555865879	0.05795211817451539	0.03515942893056737	0.020072832514620633	-0.17323374852850065	1	1	2.5541182746562782e-20
25	82	-1.2607100501100002e-20	0.1948243429198985	0.10082307107621374	0.04967346058120684	0.026545444400931695	0.014548003281866017	-0.2093723462017645	1	1	-1.2607100501100002e-20
26	71	-1.539754377469259e-20	0.2300203442763135	0.108459383617848	0.05082801830022243	0.026050096667935323	0.013252761945003667	-0.24327310622131715	1	1	-1.539754377469259e-20
27	86	1.5852703777637853e-20	0.22038119516781218	0.10912286727549897	0.05456281220763757	0.027833982270989627	0.013934328206330181	-0.23431552337414235	1	1	1.5852703777637853e-20
28	80	-9.09947042342887e-21	0.23961191680681965	0.10611396738616966	0.04950586618829603	0.023264107446356725	0.009943732141319552	-0.2495556489481392	1	1	-9.09947042342887e-21
29	54	-1.7784722872885753e-20	0.29801274232605857	0.09845466554844076	0.04108194838900799	0.018808682719767853	0.00875937176820164	-0.3067721140942602	1	1	-1.7784722872885753e-20
30	34	-3.1770025047079333e-20	0.28365686992605477	0.10795478280642093	0.04319883997013588	0.020973991019897043	0.01090508018374213	-0.2945619501097969	1	1	-3.1770025047079333e-20
31	77	4.672373551378474e-21	0.2752241137592994	0.10935892609432271	0.044762804947125756	0.020532631603887044	0.010369255026281237	-0.2855933687855806	1	1	4.672373551378474e-21
32	69	2.843290142852656e-20	0.2689824051760696	0.11724703110853299	0.04941751995815219	0.021516719016472122	0.009916265816048887	-0.27889867099211846	1	1	2.843290142852656e-20
33	18	4.366554651859674e-21	0.24918697648707117	0.11087045466378513	0.04741477623573231	0.023233413883711477	0.012156651200549002	-0.26134362768762015	1	1	4.366554651859674e-21
34	40	1.5859286294637412e-20	0.2989588456333124	0.11928400718578737	0.04364919585461297	0.01815795628674366	0.008020650009297121	-0.3069794956426095	1	1	1.5859286294637412e-20
35	16	1.493955683095134e-21	0.2572760008330843	0.0878693292256887	0.040572336395189944	0.020671762207393495	0.011178033922943585	-0.26845403475602786	1	1	1.493955683095134e-21
36	48	1.4112903657961436e-20	0.3162042098545225	0.10044869520603068	0.040638544945028166	0.018980063022183587	0.009105863143799795	-0.3253100729983223	1	1	1.4112903657961436e-20
37	89	9.80679991499211e-21	0.25884404899461044	0.06781202120052716	0.03279132775752048	0.017994545090736364	0.010624274864430414	-0.26946832385904085	1	1	9.80679991499211e-21
38	70	1.0494090898780524e-20	0.18326813215457774	0.07874846955135081	0.04386640798739879	0.023900727880856332	0.013228528798788995	-0.19649666095336674	1	1	1.0494090898780524e-20
39	50	-8.324397022548556e-21	0.10588737357327477	0.05087139735307854	0.029424045324483075	0.017757768807814975	0.01113784764165403	-0.1170252212149288	1	1	-8.324397022548556e-21
40	76	-1.7129079668072773e-20	0.164424006243117	0.06537303474070048	0.0323716062202495	0.018385451505699042	0.01155791549360751	-0.17598192173672453	1	1	-1.7129079668072773e-20
41	83	1.4946990549923612e-20	0.20699239386551943	0.10925297063312034	0.05054296028902763	0.02647781957537957	0.014625798037796078	-0.2216181919033155	1	1	1.4946990549923612e-20
42	40	1.2501479903966568e-20	0.23673739780248756	0.09068967162679666	0.03494832480602971	0.00992450172811777	0.001320979744829595	-0.23805837754731715	1	1	1.2501479903966568e-20
43	56	9.390037406720261e-21	0.19976173951118847	0.10003848325738736	0.04700108142654199	0.022262591710362472	0.010020507746403205	-0.20978224725759168	1	1	9.390037406720261e-21
44	47	-2.8046736692055583e-20	0.1942638626729308	0.08927555757230622	0.03857389596694858	0.013966066059576582	0.0019521192841911532	-0.19621598195712195	1	1	-2.8046736692055583e-20
45	65	1.2273804307670037e-21	0.09196571458704633	0.05583432464647671	0.03278512157815406	0.01990333740354065	0.01244176432133698	-0.10440747890838331	1	1	1.2273804307670037e-21
46	72	1.3571489285261274e-20	0.21452780452182324	0.09790686093316389	0.05006654539601818	0.026754183951403842	0.014736894589622919	-0.22926469911144615	1	1	1.3571489285261274e-20
47	29	4.0545665851090026e-21	0.18616829745490102	0.1018044332262612	0.056005373601653655	0.030104790348035617	0.016178542208974772	-0.2023468396638758	1	1	4.0545665851090026e-21
48	25	1.7326182324624645e-20	0.2092557850246738	0.10963578741002532	0.0492543698583672	0.01983920455617297	0.00630212032984986	-0.21555790535452365	1	1	1.7326182324624645e-20
49	28	-9.543720184863532e-22	0.17376780543899745	0.08681140815890186	0.05042553706706787	0.0293188178844878	0.016599819540240947	-0.1903676249792384	1	1	-9.543720184863532e-22
50	22	4.27771745820183e-20	0.221259683755126	0.09363643009626446	0.04667999329562271	0.022632670498052877	0.011098735172865602	-0.2323584189279916	1	1	4.27771745820183e-20
