	gt	ms_total	512-256	256-128	128-64	64-32	32-16	frac	local_max	local_min	2parts
0	9	3.3640934596428906e-20	0.13300596540346296	0.08097894011856774	0.04754489291980255	0.028692658951700433	0.017300261414391966	-0.15030622681785494	1	1	3.3640934596428906e-20
1	58	-1.117223763780148e-20	0.18585916768701707	0.10343123338132885	0.05346874455085601	0.03017062998882186	0.017030368336899596	-0.20288953602391668	1	1	-1.117223763780148e-20
2	47	7.089696906178175e-20	0.1347045045016955	0.07007744139253835	0.038811187793046265	0.02265564180888788	0.013460189239528273	-0.14816469374122376	1	1	7.089696906178175e-20
3	46	-4.043007420214779e-21	0.1355437779340033	0.09052264597840048	0.055953390905516064	0.03461150059460792	0.020413347603132893	-0.1559571255371362	1	1	-4.043007420214779e-21
4	79	6.544310365043338e-21	0.19217834167235545	0.0921022309819891	0.04767648510919997	0.025738922763945436	0.014042300349914239	-0.2062206420222697	1	1	6.544310365043338e-21
5	48	-1.3387169320786186e-20	0.2515258968981737	0.11483467962871408	0.05257460894216456	0.023984915181874567	0.011346328970954212	-0.2628722258691279	1	1	-1.3387169320786186e-20
6	63	8.61051959090972e-21	0.18870258209291346	0.09749035794220248	0.04699210038394619	0.024150497717511626	0.013356839732584235	-0.2020594218254977	1	1	8.61051959090972e-21
7	40	-2.762761574328608e-20	0.16798425644724296	0.09420585625458254	0.053076362087856314	0.02860519637302732	0.015348449228351465	-0.18333270567559443	1	1	-2.762761574328608e-20
8	45	-3.979901589776654e-21	0.21386579724948762	0.11769736130552966	0.05672438510121912	0.025322339672328904	0.011394064809311136	-0.22525986205879875	1	1	-3.979901589776654e-21
9	43	2.6293259093951526e-21	0.1994271449667863	0.08821576088712373	0.0472468615538592	0.027162906005033523	0.015871849335352562	-0.21529899430213886	1	1	2.6293259093951526e-21
10	54	-3.524448868454813e-20	0.2916778723250717	0.10974712941610242	0.047343288412592256	0.023099934316588345	0.011369421906898304	-0.30304729423197	1	1	-3.524448868454813e-20
11	20	-5.755962329903127e-21	0.13968891596998056	0.09807097846974942	0.06110729796413119	0.034683545029709634	0.018750153374089015	-0.1584390693440696	1	1	-5.755962329903127e-21
12	14	1.1741311676480524e-21	0.1389984690096833	0.04215938236915151	0.025128397142624073	0.015809265299152234	0.009882020911738901	-0.1488804899214222	1	1	1.1741311676480524e-21
13	45	-1.0524857463090121e-20	0.43539479761590416	0.08121420918544062	0.02630725557848638	0.013708895999971007	0.007544380597363697	-0.44293917821326784	1	1	-1.0524857463090121e-20
14	58	1.3160682351783519e-21	0.4784084007891154	0.07567159848599496	0.029459367107589424	0.01401710887404447	0.006997862406809467	-0.48540626319592484	1	1	1.3160682351783519e-21
15	65	5.6243571256978994e-21	0.18191623716402255	0.062988540134186	0.03261034584815731	0.01904848902142013	0.011278215139005171	-0.19319445230302773	1	1	5.6243571256978994e-21
16	18	1.3165307457914646e-21	0.48517105913419284	0.0771324972349246	0.02494897032879037	0.011150475510621696	0.005547592801448657	-0.4907186519356415	1	1	1.3165307457914646e-21
17	69	1.1213190286395675e-21	0.16879455081168046	0.099000132564951	0.04808990060668072	0.023587521866612372	0.011554066320687695	-0.18034861713236816	1	1	1.1213190286395675e-21
18	52	3.9713010485145694e-20	0.17912678718830533	0.07853380896175498	0.04356554337251786	0.026079639600314886	0.016362567615341043	-0.19548935480364638	1	1	3.9713010485145694e-20
19	45	7.564356699305237e-21	0.13301368053166707	0.09581466397797203	0.0581539845032075	0.03386695519743145	0.0186178915756336	-0.15163157210730066	1	1	7.564356699305237e-21
20	71	-7.81741967067419e-21	0.16674230426738598	0.08550458435306718	0.04412171687420574	0.024225501526206724	0.014064580638147573	-0.18080688490553357	1	1	-7.81741967067419e-21
21	38	7.364596850255927e-21	0.18453365994844742	0.10076797125414197	0.054978098181852154	0.030832495288923043	0.016708969671766837	-0.20124262962021425	1	1	7.364596850255927e-21
22	56	5.494878467074809e-20	0.14431174356909515	0.08982340561104751	0.05236321944230343	0.029194728827029708	0.015800310762215768	-0.16011205433131093	1	1	5.494878467074809e-20
23	39	7.759633592947539e-20	0.09978855004888915	0.06270274586811196	0.039631549733088196	0.026144685207854974	0.017137043461371158	-0.1169255935102603	1	1	7.759633592947539e-20
24	41	2.465082402921728e-21	0.1517381361900693	0.07624668529395368	0.040308119764915495	0.01813958582929203	0.0034233682989946346	-0.15516150448906393	1	1	2.465082402921728e-21
25	50	-1.7168274156351025e-21	0.11698479954740557	0.06724496358606884	0.03783171992362596	0.022245882064486078	0.013806366777811838	-0.1307911663252174	1	1	-1.7168274156351025e-21
26	25	1.830636965060641e-20	0.12901369538816154	0.085358835548627	0.04975850126731499	0.029479772733093008	0.017990045605584794	-0.14700374099374633	1	1	1.830636965060641e-20
27	43	-4.5703627062006796e-20	0.1066991571719826	0.0991948995364878	0.05871805615107109	0.03194147044238624	0.01691432746624984	-0.12361348463823243	1	1	-4.5703627062006796e-20
28	24	6.3967417306812816e-21	0.37462273252694306	0.08998099813269272	0.03795309167287279	0.018527755561374645	0.010103118723060953	-0.384725851250004	1	1	6.3967417306812816e-21
29	56	6.77715275611379e-21	0.2130440246853369	0.07861984366008944	0.03726635734738299	0.018933366896506033	0.010239298147522701	-0.2232833228328596	1	1	6.77715275611379e-21
30	89	-3.4913850700565587e-20	0.2310528638018455	0.10117829597869786	0.04997688855046027	0.025524801153348806	0.012710118036750002	-0.24376298183859552	1	1	-3.4913850700565587e-20
31	44	1.3277153101471595e-20	0.15118887554034538	0.06511376826200553	0.03615605222379745	0.021343114830426675	0.012904698943025998	-0.1640935744833714	1	1	1.3277153101471595e-20
32	28	-1.3868576771901204e-20	0.22315532131598087	0.11412422404859102	0.05533046887851554	0.026894645561341374	0.013460225514083622	-0.2366155468300645	1	1	-1.3868576771901204e-20
33	70	1.467244542422514e-20	0.3139078387812605	0.08922778587058952	0.04277816076787543	0.022168771175904645	0.01145525901787764	-0.32536309779913813	1	1	1.467244542422514e-20
34	35	7.642121161615235e-20	0.14510365250099755	0.08295875062640647	0.04567247845031078	0.023072166213939812	0.012314652104019896	-0.15741830460501743	1	1	7.642121161615235e-20
35	56	-2.5487906608918084e-20	0.40995973295722316	0.09725974070705871	0.03709499768303901	0.01638956011145692	0.00786246844713049	-0.41782220140435367	1	1	-2.5487906608918084e-20
36	43	4.547075645376076e-21	0.25752717865264596	0.10237557701322254	0.04564369531057588	0.022979281497692277	0.012750786562873536	-0.2702779652155195	1	1	4.547075645376076e-21
37	29	-1.762293618493343e-20	0.2406310181782055	0.10221306540738503	0.045527216836640676	0.022496588508721608	0.011855203951269676	-0.2524862221294752	1	1	-1.762293618493343e-20
38	58	2.027968786566196e-21	0.1505780859121211	0.0914724973071226	0.05269086923685141	0.030018242794423826	0.01701130734864608	-0.1675893932607672	1	1	2.027968786566196e-21
39	24	-2.3815241348872484e-20	0.14920456068941004	0.08605112075538096	0.04846750675768876	0.02930233295702015	0.017536506732593233	-0.1667410674220033	1	1	-2.3815241348872484e-20
40	36	-4.242003249786074e-20	0.18715635542908038	0.11489600299264792	0.059513249139685115	0.028023823413833065	0.013653631950961352	-0.20080998738004174	1	1	-4.242003249786074e-20
41	82	-2.6617536455990222e-20	0.2614603567377489	0.09147553780151339	0.04038749189148247	0.021119196277996813	0.012091633678194439	-0.27355199041594336	1	1	-2.6617536455990222e-20
42	74	-7.049668094789865e-20	0.12650703163179672	0.051536035673954934	0.029539569873878447	0.018541808152584265	0.012014762428576005	-0.1385217940603727	1	1	-7.049668094789865e-20
43	15	-1.4006964019388457e-20	0.1191965674626929	0.07038495857849546	0.039802164466860544	0.02391809881471727	0.014492410245149735	-0.13368897770784263	1	1	-1.4006964019388457e-20
44	23	3.7351636264649214e-20	0.15421334629419456	0.07177674945269305	0.03552141161210165	0.01690469099073534	0.00604281375164066	-0.1602561600458352	1	1	3.7351636264649214e-20
45	56	3.987445709482437e-21	0.17630827173212854	0.09063742695046635	0.04522683865131889	0.02414856765801792	0.013196088100073474	-0.189504359832202	1	1	3.987445709482437e-21
46	72	3.554688686777928e-21	0.1521891758109714	0.07695908736701207	0.04142525375886538	0.02326290341479702	0.013321996189249464	-0.16551117200022086	1	1	3.554688686777928e-21
47	57	-1.843499662104865e-20	0.3149033621174769	0.09678901367431993	0.04336036386026748	0.021140020887700933	0.010449049281680944	-0.3253524113991578	1	1	-1.843499662104865e-20
48	39	-5.239030270430601e-20	0.2002308018433193	0.09489343999888834	0.04906458012131089	0.026834999056901863	0.015145364125643377	-0.21537616596896267	1	1	-5.239030270430601e-20
49	85	1.5808216096588637e-20	0.18580676291124412	0.09939983734731324	0.052631803092078565	0.028171326854976985	0.014752397897138248	-0.20055916080838238	1	1	1.5808216096588637e-20
50	16	-6.985505700989093e-21	0.3222531863261504	0.07841707047396715	0.03652081916595627	0.02170993595737137	0.01341492922517492	-0.3356681155513253	1	1	-6.985505700989093e-21
51	73	3.212450297902775e-20	0.15614916059818698	0.0927132945577911	0.05207013063175348	0.030124351361847452	0.018122496643282224	-0.1742716572414692	1	1	3.212450297902775e-20
52	39	9.488172397655152e-22	0.09295326994408155	0.03753005456357983	0.020828303881796795	0.013018541244190236	0.00844326129180707	-0.10139653123588863	1	1	9.488172397655152e-22
