	gt	ms_total	512-256	256-128	128-64	64-32	32-16	frac	local_max	local_min	2parts
0	44	1.1835200013531117e-20	0.31171911031894695	0.09466375364499785	0.04452555142203198	0.023529173713029317	0.012779350763608165	-0.3244984610825551	1	1	1.1835200013531117e-20
1	57	-1.6769731143649387e-21	0.14867577224655287	0.08292093095228532	0.04591092394693132	0.026671208186203013	0.015353705486863357	-0.16402947773341622	1	1	-1.6769731143649387e-21
2	61	7.385554909097933e-21	0.366364559244722	0.08851525964648477	0.0417067419231866	0.021243713125836738	0.010132331634517242	-0.37649689087923927	1	1	7.385554909097933e-21
3	46	-1.855800244416964e-20	0.15477882562392542	0.07028678004851946	0.03955727990725218	0.022669698524037777	0.013613138783069597	-0.16839196440699503	1	1	-1.855800244416964e-20
4	40	1.61179677564858e-21	0.1702459998988797	0.10348253127980932	0.06275791027690429	0.03451118956668041	0.01733884887327701	-0.1875848487721567	1	1	1.61179677564858e-21
5	50	2.4708304510688043e-20	0.22966582183657225	0.10603505540503204	0.05658429032568362	0.0289540593304686	0.013793886868844692	-0.24345970870541694	1	1	2.4708304510688043e-20
6	49	-1.034154207952049e-20	0.25205651779886656	0.10527779023546859	0.052332624758821944	0.02541111309571402	0.012394201355102656	-0.2644507191539692	1	1	-1.034154207952049e-20
7	49	-1.8029325412391833e-20	0.27914764445378026	0.08015047779010483	0.03935984483775069	0.02465039360099416	0.015528405576266707	-0.294676050030047	1	1	-1.8029325412391833e-20
8	40	-4.433055041099515e-21	0.29352103000287166	0.09875640601424988	0.04706106855677361	0.024811357975889674	0.013529301183075926	-0.3070503311859476	1	1	-4.433055041099515e-21
9	68	2.2032616172427e-21	0.2486158213735317	0.08801774289324972	0.0457192577551297	0.026025147469551525	0.014816565648469723	-0.2634323870220014	1	1	2.2032616172427e-21
10	26	-7.533228217050849e-23	0.27807013741577075	0.10775496936165574	0.04889832830921025	0.025038571456016092	0.012666348030445878	-0.2907364854462166	1	1	-7.533228217050849e-23
11	45	-2.4872706280332414e-21	0.24604091345581294	0.10584075322019708	0.057404052356861794	0.03033430722989825	0.01514336159221777	-0.2611842750480307	1	1	-2.4872706280332414e-21
12	42	4.489339494854545e-21	0.2353545769733566	0.1170272199719763	0.045286446864870086	0.018994275150254734	0.008903535312746205	-0.2442581122861028	1	1	4.489339494854545e-21
13	15	-2.6115620361361728e-21	0.13959304109464402	0.09040695857203151	0.05298043619404206	0.03160274943037286	0.018807691284034866	-0.15840073237867888	1	1	-2.6115620361361728e-21
14	70	-1.0810669553121899e-20	0.16046740568858686	0.09695476563339527	0.05376400059654711	0.03103662870834653	0.01803194317470238	-0.17849934886328925	1	1	-1.0810669553121899e-20
15	34	-3.5470689411122134e-20	0.20069363119697556	0.09060275682156782	0.04813910593975082	0.024943805284370225	0.013121877253565683	-0.21381550845054123	1	1	-3.5470689411122134e-20
16	43	2.254095612276021e-21	0.29585314629672566	0.11412889901456308	0.04785372332599227	0.021028835021054657	0.00978838961176259	-0.30564153590848825	1	1	2.254095612276021e-21
17	18	6.828687594501638e-21	0.23036054208163054	0.1252027184574943	0.04473408560716023	0.018275601230609853	0.008962965828352966	-0.2393235079099835	1	1	6.828687594501638e-21
18	85	2.811310799391146e-20	0.25394394367462386	0.1144404146165883	0.051453439579928435	0.023776154223673338	0.011477639137865297	-0.2654215828124892	1	1	2.811310799391146e-20
19	68	-7.804083196667287e-20	0.14898697002328623	0.07238939786107979	0.04011125903072314	0.02285287216110869	0.013612419570587841	-0.16259938959387407	1	1	-7.804083196667287e-20
20	50	-6.034640774594229e-20	0.3004907781255064	0.09293142443618657	0.03808145372162617	0.01772601271333479	0.009116479650397708	-0.3096072577759041	1	1	-6.034640774594229e-20
21	36	4.967090152948077e-21	0.2996132638487929	0.10960791757714113	0.05100698730431361	0.024480270677590545	0.011706936700163624	-0.31132020054895654	1	1	4.967090152948077e-21
22	22	3.0489874819786092e-21	0.2437695484660422	0.11145499445769436	0.05429715046225355	0.026682327379485456	0.013183355146278846	-0.25695290361232104	1	1	3.0489874819786092e-21
23	56	-1.7315841678914902e-20	0.21970684242243585	0.0983964661361556	0.04972144832838034	0.026500014513953143	0.014862515229413165	-0.23456935765184903	1	1	-1.7315841678914902e-20
24	77	-7.125086499195803e-22	0.34523217679217194	0.10425224993087574	0.03857285410867705	0.017830312487479995	0.008796685757547261	-0.3540288625497192	1	1	-7.125086499195803e-22
25	74	-1.7872682745257426e-20	0.241181667294343	0.10401227842671021	0.04571463292620898	0.02188206725991228	0.011591164193052651	-0.25277283148739565	1	1	-1.7872682745257426e-20
26	58	9.111877628548078e-21	0.24157064555408472	0.10665205259947123	0.05048855302064576	0.025628851424800588	0.012505566881006314	-0.25407621243509104	1	1	9.111877628548078e-21
27	20	-1.6021928987035257e-21	0.20152610638403715	0.09272317418779455	0.04616199664031503	0.025046971541864436	0.014462669268024931	-0.21598877565206206	1	1	-1.6021928987035257e-21
28	22	3.2156196620095714e-20	0.19787913644099864	0.08048724876769496	0.04029776335231309	0.023783241165412954	0.014146870835733929	-0.21202600727673257	1	1	3.2156196620095714e-20
29	65	5.0589758364160026e-20	0.19033298042286492	0.09193102081761158	0.05171776852028614	0.029196985619863145	0.016295551321686974	-0.2066285317445519	1	1	5.0589758364160026e-20
30	75	1.9165502039221307e-20	0.211377513809987	0.0910392592223414	0.04797489083471844	0.026584885671269636	0.01495353194609829	-0.22633104575608531	1	1	1.9165502039221307e-20
31	87	-1.7731801175325974e-20	0.22491695946938337	0.10925682458755606	0.05412792432496909	0.027344470022814857	0.013479526399017195	-0.23839648586840056	1	1	-1.7731801175325974e-20
32	78	8.834595016698131e-21	0.16897279663634876	0.07665857120599137	0.038696731071598926	0.02141211316091176	0.012136577655166597	-0.18110937429151536	1	1	8.834595016698131e-21
33	92	4.788605141337819e-21	0.32176561652395036	0.10884919089532251	0.036973813698375484	0.01822463990647311	0.00960429703103483	-0.3313699135549852	1	1	4.788605141337819e-21
34	36	5.3273913813188645e-20	0.2622214545426636	0.10811206952563408	0.03886355138756105	0.01761821982581544	0.008626511983008851	-0.27084796652567245	1	1	5.3273913813188645e-20
35	47	8.143408843545445e-21	0.127130438545288	0.08484363707469593	0.050757397962305946	0.02989710651390731	0.017770134119465087	-0.1449005726647531	1	1	8.143408843545445e-21
36	87	-5.068444441975012e-20	0.16927680543897464	0.08490551346439049	0.04372769177715894	0.024754111551972484	0.014546530988495825	-0.18382333642747045	1	1	-5.068444441975012e-20
37	36	-1.1600187802408486e-21	0.25883205129178805	0.09373563420381181	0.04049995851784288	0.018302407575996472	0.008909858669185897	-0.26774190996097397	1	1	-1.1600187802408486e-21
38	26	1.0910505114208034e-20	0.2659021197297891	0.08795814945788635	0.04768809298257843	0.02873431352925512	0.017259082571012743	-0.28316120230080183	1	1	1.0910505114208034e-20
39	69	7.41931621226123e-21	0.3739202652038092	0.09224665384248791	0.03865513592834552	0.019693106363174347	0.011285570514585782	-0.385205835718395	1	1	7.41931621226123e-21
40	73	1.0983281062629326e-20	0.2521424305561136	0.07864560395871736	0.041470955817750496	0.02346373242586222	0.013525567105586259	-0.26566799766169985	1	1	1.0983281062629326e-20
41	82	-8.041009317327224e-21	0.23396696893821997	0.08488264326730843	0.04198243422396244	0.023692533731502416	0.013450594082364674	-0.24741756302058465	1	1	-8.041009317327224e-21
42	44	3.148052041236379e-20	0.16263441217195349	0.10340363211972452	0.043322605193170195	0.020231376975888428	0.010354169413548917	-0.1729885815855024	1	1	3.148052041236379e-20
43	46	-3.3771080133330715e-20	0.23498502682847902	0.104384134844412	0.042811150276001936	0.023319042803458867	0.01300962112419413	-0.24799464795267315	1	1	-3.3771080133330715e-20
44	25	-9.993989650657966e-21	0.11595680928872967	0.06317478983880397	0.0401979738850057	0.02484025802777324	0.015281700953880036	-0.1312385102426097	1	1	-9.993989650657966e-21
45	68	2.279263839293483e-21	0.29531128459311573	0.10556737147781108	0.0474627587091613	0.022798580104685235	0.011448147449326092	-0.3067594320424418	1	1	2.279263839293483e-21
46	10	-3.3746820113070042e-21	0.22807989666138093	0.1393473060265697	0.05223795994076188	0.018967916395905542	0.008193185436149091	-0.23627308209753	1	1	-3.3746820113070042e-21
47	75	-1.8292481140244848e-20	0.1886996116014351	0.07717599768987418	0.03783827992424268	0.021345368853229955	0.012545175069622131	-0.20124478667105725	1	1	-1.8292481140244848e-20
48	68	1.7540514414991556e-20	0.3895890842973145	0.09396881818251757	0.033968845336275304	0.01737019163766178	0.009425178181842608	-0.3990142624791571	1	1	1.7540514414991556e-20
49	38	-7.436433775521384e-21	0.22694685423243666	0.09960910500040814	0.04654336351832583	0.026334920213495348	0.015423403160573149	-0.2423702573930098	1	1	-7.436433775521384e-21
50	69	-4.367531168156048e-21	0.24343787843652165	0.1082436909683354	0.047608685268425675	0.02316139857989115	0.012178430424993232	-0.2556163088615149	1	1	-4.367531168156048e-21
51	22	-4.797983748962994e-21	0.34312941741298264	0.09105398630865023	0.0392105628548203	0.021372101048941158	0.01167992806958154	-0.35480934548256415	1	1	-4.797983748962994e-21
52	13	-5.826101426088213e-21	0.15744559576667594	0.08242003363580636	0.045867410796687394	0.026086711356765047	0.01462690766993489	-0.17207250343661082	1	1	-5.826101426088213e-21
53	64	-2.2297878439608742e-20	0.12152878044324142	0.08104768625960784	0.04818279060833259	0.027749391397789043	0.01603956323438216	-0.13756834367762358	1	1	-2.2297878439608742e-20
54	44	1.6448195953535902e-21	0.13537599095313826	0.08278035719714148	0.049737343804881824	0.028129990685696184	0.014925457946928442	-0.1503014489000667	1	1	1.6448195953535902e-21
55	55	9.120667382575804e-21	0.2391836050610693	0.09087587211261441	0.04247204170836963	0.023975747982251806	0.0140937214481828	-0.2532773265092521	1	1	9.120667382575804e-21
56	39	1.1960840623075528e-20	0.14866109551839543	0.09175920368858319	0.05394442167235541	0.032555651714293685	0.01925830654391384	-0.16791940206230926	1	1	1.1960840623075528e-20
57	32	-6.033661434541302e-20	0.15171400554618233	0.11089831138836508	0.06441576944321901	0.03419109426849754	0.01756528072564512	-0.16927928627182745	1	1	-6.033661434541302e-20
58	30	2.7774729338470624e-21	0.14631779784781168	0.0872320496915952	0.05334164952643124	0.033896437199615125	0.022073514920251364	-0.16839131276806305	1	1	2.7774729338470624e-21
59	52	1.676772061245656e-20	0.32105892375725886	0.0872024998660647	0.04004464971586342	0.023189353872420153	0.014004787311546312	-0.33506371106880517	1	1	1.676772061245656e-20
60	45	-2.3003578762715034e-21	0.35855162370727006	0.09583578509483798	0.04252947886530918	0.0210838773342457	0.010675460075720174	-0.36922708378299024	1	1	-2.3003578762715034e-21
61	45	9.025694035562335e-21	0.19342474263406725	0.08361988717574155	0.04048823684753041	0.02332501173378547	0.014235578237153051	-0.2076603208712203	1	1	9.025694035562335e-21
62	50	3.3873447308324704e-20	0.20254232857101587	0.10310208160430355	0.0571933893339346	0.03039504443958039	0.01616373765284954	-0.2187060662238654	1	1	3.3873447308324704e-20
63	53	1.9083911282246477e-20	0.3258902981451185	0.09825772677990591	0.042996211876387656	0.023307780718781798	0.012840231950306544	-0.33873053009542503	1	1	1.9083911282246477e-20
64	55	1.2824936365963559e-20	0.18287006413526283	0.10109516915340168	0.0488760309211853	0.02400987881626411	0.012562874809559274	-0.1954329389448221	1	1	1.2824936365963559e-20
65	24	3.8800212313966964e-20	0.22920309454693885	0.10127608010567365	0.043848509216196124	0.02019123023299872	0.009554379865717385	-0.23875747441265624	1	1	3.8800212313966964e-20
66	70	-1.1728097413301695e-20	0.2925782114010695	0.11383909444482175	0.04386945861061182	0.020313077131992627	0.010043684862104421	-0.30262189626317393	1	1	-1.1728097413301695e-20
67	54	1.2338963381963476e-20	0.2235948093215077	0.08409195768087062	0.043859777452852154	0.024510302539623247	0.014368357976662392	-0.23796316729817008	1	1	1.2338963381963476e-20
68	57	-6.848364113038185e-21	0.17347062035982	0.07954592563659439	0.03672251863964782	0.018767778429189315	0.010342327549769346	-0.18381294790958935	1	1	-6.848364113038185e-21
69	58	4.3960580641388916e-21	0.21704176451753374	0.1020936255687886	0.05166506023413392	0.02671443850019217	0.013783468095871146	-0.23082523261340487	1	1	4.3960580641388916e-21
70	81	1.0730469379644057e-21	0.21083466308774845	0.11712136139113116	0.05774787892226241	0.025047551060821224	0.010299600225582517	-0.22113426331333097	1	1	1.0730469379644057e-21
71	67	8.081142611970726e-21	0.3142994553491648	0.10539300703265099	0.03948956644193293	0.016861557917538416	0.007841146795718417	-0.3221406021448832	1	1	8.081142611970726e-21
72	44	1.306492358190746e-20	0.15116759470043867	0.07824286254179545	0.04710135064181868	0.027847213242552384	0.016160957165168514	-0.1673285518656072	1	1	1.306492358190746e-20
73	61	-2.300114408362795e-20	0.3089737632510657	0.11503741545980713	0.048429447272844935	0.02114481180601617	0.009953336583514149	-0.31892709983457984	1	1	-2.300114408362795e-20
74	47	-2.9473810548535015e-21	0.22966800045704627	0.10109638243383597	0.045572153332194915	0.02051970856297353	0.009721271101306172	-0.23938927155835243	1	1	-2.9473810548535015e-21
75	92	1.6962494922022467e-20	0.1999685463672207	0.0907769086728373	0.05058663286099503	0.027989186610780845	0.01485315008413199	-0.21482169645135268	1	1	1.6962494922022467e-20
76	90	1.5995889918326844e-20	0.23059699020954388	0.11527652645174455	0.048710490334409856	0.023226581374040493	0.011874164552453896	-0.2424711547619978	1	1	1.5995889918326844e-20
77	53	8.827967044021703e-21	0.2701926625067732	0.09815878792859285	0.047050055027423356	0.02494148278790463	0.01343338888554085	-0.28362605139231406	1	1	8.827967044021703e-21
78	42	6.280146200278789e-21	0.26919861699137887	0.12670967871218608	0.04431334454838384	0.019347791336964938	0.009224446880613697	-0.27842306387199256	1	1	6.280146200278789e-21
79	65	-8.467835731405441e-21	0.15439386084549783	0.11559337722381281	0.06231918901455211	0.029224433515085534	0.013621489989632661	-0.1680153508351305	1	1	-8.467835731405441e-21
80	68	-1.5000191777475736e-20	0.2780496440974401	0.10770376077099719	0.0449325768497072	0.018041736801975544	0.005254755693280519	-0.28330439979072064	1	1	-1.5000191777475736e-20
81	30	-4.333385656857977e-21	0.1412556761771895	0.08450954791932956	0.045044712423785375	0.024493897600061546	0.014059131367187252	-0.15531480754437677	1	1	-4.333385656857977e-21
