	gt	ms_total	512-256	256-128	128-64	64-32	32-16	frac
0	36	0.04222051139618473	0.013857571973768922	0.005072095129823041	0.002633036350249696	0.001670825507056324	0.0012304592641938193	0.02713248015822199
1	42	0.13796581002366928	0.06041448815476312	0.034376719944816204	0.021572753362326454	0.014852422438452303	0.010781888037576461	0.0667694338313297
2	33	0.09069779077089178	0.027260809757956427	0.014036764270828572	0.009448451476106115	0.007235862613327673	0.005956093170492703	0.057480887842442645
3	45	0.12582267153157942	0.04362344952094367	0.020936470481700935	0.012943052930446623	0.00921174874610551	0.007151810511091454	0.07504741149954429
4	59	0.11744919761454634	0.03706644366107122	0.017271186886595003	0.010961211487345345	0.00868958490059839	0.007249907475839213	0.07313284647763589
5	59	0.09847412454204887	0.03159623770743836	0.015182754862299468	0.008678377080852128	0.0056115648879732985	0.0039556451855869285	0.06292224164902359
6	46	0.05993525131181672	0.01638535187859897	0.008127514384559548	0.005673050290658111	0.004515011304987248	0.0038058968691470395	0.03974400256407071
7	52	0.08749011543198419	0.022676749131907772	0.016098172170328336	0.01102948702307017	0.007665911178456798	0.005367998007220836	0.059445368292855585
8	11	0.10782790449249641	0.02623833173830084	0.0242220970893257	0.014987678961299933	0.008422863528746003	0.004603271537023232	0.07698630121717233
9	33	0.02927640236925056	0.01005205751092425	0.003012767227466719	0.0016877651226400248	0.0012636611542455665	0.0010365077501988964	0.018187837108127415
10	19	0.052611169669357846	0.010749734815966371	0.007708715489369041	0.007588369730919948	0.007335422781754702	0.006939050922587449	0.034922383930804025
11	19	0.028014646386264747	0.007693120849075219	0.0032890884047680905	0.0022598628440162966	0.0016423164541572383	0.0011823177956808316	0.019139207741508697
12	22	0.07429912892942642	0.014477795618556777	0.007992460202160866	0.007382172918327195	0.007268252247170491	0.007053666343193864	0.05276766696767578
13	47	0.06231393925963474	0.014801478036500714	0.01141816535392423	0.009260196684205592	0.0080369617983062	0.007038466896971396	0.04047399432616264
14	54	0.071390553053963	0.0217435681064795	0.009906762647791788	0.006741302386679261	0.005155507871349054	0.0042157729654403045	0.045431211982043196
15	48	0.03273683974466072	0.014498467649599311	0.0049817486888550245	0.0014609259562004917	7.032994731006294e-05	0.0006477614046682357	0.01759061069039317
16	62	0.049751889513050984	0.018062929149250336	0.008317142984655707	0.005245753109675061	0.0036714807764576863	0.002766665565461558	0.028922294798339087
17	60	0.13388352720994706	0.033120932788855056	0.02795129910140567	0.020241257847545657	0.0144877872316666	0.010445643284323444	0.09031695113676856
18	62	0.18569823257224494	0.04162924972053768	0.03412997578172094	0.025873766089959095	0.020780549014325692	0.01733379418958151	0.12673518866212577
19	26	0.03453896212026536	0.015555175052768499	0.0050929519087530295	0.0023179623424558183	0.000974291156789445	7.780683605947897e-05	0.018905980231437382
20	22	0.03886766680589222	0.0067439708878023925	0.006182108002086604	0.005354039559356373	0.004817407251451743	0.004373658013338904	0.027750037904750932
21	89	0.08052709288905181	0.02428329193214497	0.013478839904099451	0.009863765580257169	0.008023532323949097	0.006932025333178311	0.04931177562372853
22	52	0.06267305285496934	0.023655630367335204	0.009532351339816668	0.004256098502547692	0.0022430053106301216	0.0011983621594292134	0.03781906032820492
23	89	0.1913683214635287	0.13701845038659669	0.04173409588606537	0.019142179229025377	0.01054670403657745	0.006246171411835909	0.0481036996650961
24	68	0.07581028583075726	0.02048261357198207	0.014689096648356501	0.011830444645713747	0.009743127465611165	0.007919348162732872	0.047408324096042315
25	82	0.08763003653332738	0.02891025242307259	0.013140722897898943	0.008285238603365502	0.006152508349533789	0.004903558205534035	0.05381622590472075
26	71	0.114903176403992	0.04451361428366051	0.02081942011182052	0.010821884864738195	0.006327497107667768	0.0036810682283021944	0.06670849389202929
27	86	0.08661327716837809	0.03274825541948455	0.01272560531967109	0.006648350994930153	0.003781742219527736	0.002075684224009282	0.05178933752488426
28	80	0.10976172386339926	0.037357487163529664	0.020267638111833478	0.012895353558531403	0.009140147902692342	0.007110334319655765	0.06529390238021382
29	54	0.12124512234812079	0.06146377487457975	0.017310363642583447	0.004612406507894747	0.0008259740094259717	0.0035517443969860056	0.05622960307655504
30	34	0.22688690723538912	0.0895604555831657	0.031069967673515154	0.01750841742561351	0.013335501494695718	0.011495817295120966	0.12583063435710246
31	77	0.16576954044198677	0.065818878559836	0.026334918814014327	0.014608198120590523	0.00993880300478782	0.007795434281223281	0.0921552276009275
32	69	0.08198492360784401	0.03173300672831132	0.012596320732854192	0.006765310849332868	0.004394012884648094	0.003237234194169145	0.047014682685363546
33	18	0.047940143197964316	0.016201439201873353	0.00666797103516064	0.003263321268866915	0.002193462772586534	0.0017149433995076494	0.030023760596583318
34	40	0.0715291571683404	0.026404974710979804	0.009193857331791356	0.00451573079203003	0.003198119120067816	0.0028076798319989116	0.04231650262536168
35	16	0.037249215643613276	0.013471590866333228	0.007996323676238195	0.005264276650037101	0.003825647234786742	0.0029184392434731445	0.020859185533806904
36	48	0.07875719571987441	0.03494847993753371	0.008531468347533851	0.004088166883920123	0.002523246338826222	0.0016912578900714168	0.04211745789226929
37	89	0.0533310569503699	0.023815580156445047	0.006633289094057852	0.0036712525656968464	0.0027232013718036553	0.0023553600489074097	0.027160116745017445
38	70	0.028473275992996545	0.010595267707053166	0.004094124031800819	0.0024905363341336285	0.0015810962163644643	0.0011088116901284326	0.01676919659581495
39	50	0.017686969885728127	0.0056703349803628594	0.002386126911198431	0.0015668629755485834	0.0012443171052494277	0.0010941522089446241	0.010922482696420642
40	76	0.05557801213429165	0.020477900780233475	0.007936067697365953	0.0046050605249195325	0.0034556333802345397	0.002869384374454382	0.032230726979603795
41	83	0.1430390107346311	0.05075128596764275	0.027617649161175192	0.016814211987606364	0.011540197612043784	0.008031408994301272	0.08425631577268708
42	40	0.18951704491965765	0.05710204668613607	0.027150272623980298	0.020008567705178514	0.016821317299649877	0.015273963411625647	0.11714103482189595
43	56	0.1394632524636739	0.038843026054832426	0.021971201284353373	0.015502435325391355	0.012633869145214685	0.011296549759080482	0.08932367664976099
44	47	0.19233594398461112	0.04711417083025407	0.030120365775796847	0.023271867838207172	0.01953536520536106	0.017302555172285215	0.12791921798207184
45	65	0.040876743169362205	0.010547932840012413	0.005390360117819826	0.00415089337473066	0.003631006943909679	0.0033555026861325937	0.026973307643217197
46	72	0.06423668669091734	0.02324477287596	0.00922488708248513	0.005714144926435734	0.004245705581865621	0.003434102368103595	0.037557811446853745
47	29	0.08126653323141403	0.019018444677780192	0.013369845351915785	0.01110508888223022	0.009520157830409418	0.00843032747421088	0.05381776107942296
48	25	0.055773422367099174	0.018874042400099423	0.005313877206084772	0.0015729778273817995	0.004870523066169502	0.006227776464211789	0.030671603502787966
49	28	0.02919422238515638	0.006056777082014024	0.004885281542622562	0.004170753599747674	0.003694378335876454	0.003361318615451025	0.019776126687691332
50	22	0.0818966400770179	0.03460416559602661	0.011518348579165625	0.006107536324379862	0.003080419641190384	0.0014837910186745553	0.045808683462316736
51	21	0.048790531531121124	0.013965549963614283	0.005898969226062624	0.005016593266382773	0.0046848235269281785	0.00458325129282473	0.03024173027468211
