	gt	ms_total	512-256	256-128	128-64	64-32	32-16	frac	local_max	local_min	2parts
0	33	-1.3902751369237231e-22	0.3370211716508093	0.10466340647355342	0.04348090985613237	0.020600155768685607	0.010234406563561824	-0.34725557821437114	1	1	-1.3902751369237231e-22
1	77	2.1956927933113243e-20	0.3386845846043078	0.1026724721836514	0.042306111156552126	0.019797005618742564	0.009677362158660913	-0.3483619467629687	1	1	2.1956927933113243e-20
2	81	-1.0162601705687624e-20	0.4085590278405687	0.10994511879325103	0.039318804866313666	0.015395748346335949	0.006657600903996152	-0.41521662874456483	1	1	-1.0162601705687624e-20
3	28	1.787852682033446e-20	0.27367048875729194	0.06978304807245633	0.041026468654354095	0.024801872401456676	0.014992076276919708	-0.28866256503421167	1	1	1.787852682033446e-20
4	56	5.541838267245431e-21	0.5101890465907704	0.08179823039582963	0.02699626072291532	0.01305684123791491	0.0068719960705047045	-0.5170610426612751	1	1	5.541838267245431e-21
5	83	-6.6450985694439716e-21	0.5213084109875835	0.08512736600848662	0.03115177815555987	0.013494375952323322	0.006043816254500536	-0.5273522272420841	1	1	-6.6450985694439716e-21
6	12	1.3270418017400615e-20	0.423548984129053	0.08897581266183993	0.03897856421508927	0.01917015879944562	0.010158862988448016	-0.43370784711750104	1	1	1.3270418017400615e-20
7	41	-1.674365588202057e-20	0.25861734426461663	0.06872999487896964	0.029746836236346285	0.018034293972210496	0.011715785077764263	-0.2703331293423809	1	1	-1.674365588202057e-20
8	44	1.911453807651393e-20	0.2621285084965813	0.06866163063105042	0.02948157597782801	0.016728531794717293	0.010794325622506096	-0.2729228341190874	1	1	1.911453807651393e-20
9	57	-6.007869613463257e-21	0.38284866912786736	0.1038390919946927	0.042230180849059634	0.019375701683165148	0.00914000398116495	-0.3919886731090323	1	1	-6.007869613463257e-21
10	80	-1.7070348513604756e-20	0.27615753556641925	0.11522923379017061	0.04877594107512311	0.021084279221500888	0.009615207453462171	-0.2857727430198814	1	1	-1.7070348513604756e-20
11	0	-1.598757561225046e-21	0.4346484680018446	0.10743616628161021	0.028176685751524495	0.009382662254316328	0.003393675122196377	-0.438042143124041	1	1	-1.598757561225046e-21
