	gt	ms_total	1.851749424574581	3.4289759314122916	6.349604207872799	11.757875938204792	21.77264000279003	40.317473596635956	74.65785853287149	138.2476465782152	256.0	frac	local_max	local_min	2parts
0	97	0.6726660287848288	0.03564258858014255	0.021634785029113413	0.03170603872291846	0.019926404121759365	0.09166149568014983	0.05092305541102556	0.19369422256873214	0.0564131759408088	0.17106426273017863	0.46595917747450766	4	5	2.6906641151393154
1	89	0.6653674503651552	0.03954426516266635	0.005644269770328761	0.005367999322478504	0.028060639571164947	0.017395856417293895	0.05509516231949802	0.1746458868714541	0.09678355798529538	0.24282981294497524	0.3829933722575137	3	4	1.9961023510954656
2	98	0.5118395448818386	0.052989125959113856	0.03220543801302904	0.039652825103967324	0.062305726911174905	0.08223816856962893	0.03303310472038966	0.06070411107388558	0.08012115648916335	0.06858988804148597	0.39026053088123874	3	3	1.5355186346455159
3	98	0.37826091515594285	0.013417426593240956	0.011897530983885306	0.021030647352179094	0.023475063687090583	0.03896503736628867	0.034410749407749956	0.11890747117771006	0.040195600721974686	0.07596138786582358	0.2888821006968783	3	4	1.1347827454678285
4	44	0.6293688244810424	0.07612572390689047	0.003283579468844673	0.012151000279006913	0.017233092530196528	0.03852963782685236	0.05683455710247472	0.062324164032468335	0.09843542896250565	0.26445164037180274	0.2887914602023492	1	2	0.6293688244810424
5	8	1.165685405674144	0.12589222349842613	0.014568619839086795	0.003953509121842734	0.024109247216946413	0.06671693157879051	0.11682063614130772	0.23320307171046567	0.25889208556637744	0.32152908100090055	0.7182641011748172	1	2	1.165685405674144
6	19	1.3604368734040806	0.01400629081459054	0.07018268554599166	0.08017867931381462	0.07006622866809827	0.06149563362686433	0.09576814979220682	0.19094008344226995	0.4034798659483424	0.3743192562519022	0.9721113263375878	3	2	4.081310620212242
7	8	1.0449053893001872	0.07003136083867707	0.01724279136815228	0.012416329509203267	0.0035662912483910036	0.010222906048946004	0.018947561243406144	0.1701584842512928	0.401652701737538	0.34066696305458055	0.6342070654069295	2	2	2.0898107786003743
8	2	0.9864564020352549	0.02797865662334368	0.009678577672456248	0.0188335698260051	0.06991772860602899	0.018355544924760117	0.09014840365884166	0.19839377620710963	0.2803699240298083	0.2727802204869012	0.68569752492501	3	3	2.9593692061057646
9	28	0.9628091029019742	0.0703734542631539	0.0045834443505113	0.0077304028394294035	0.005926582266319164	0.011455159552328936	0.053038829306178335	0.11394762434771155	0.3779964386693927	0.3177571673069489	0.5746784813318714	3	3	2.8884273087059227
10	58	0.7218433358561461	0.051627863211738095	0.0655591944401376	0.09194833977142278	0.08541199809961669	0.030948976053663035	0.19920166674159145	0.10815648128948735	0.042975794466477694	0.046013021782011436	0.6242024508623967	3	3	2.1655300075684383
11	14	1.1374153939009435	0.09143620836647365	0.04849882962607769	0.019983443934272066	0.018549956846129163	0.05463571541834161	0.06769356472274193	0.15170666262626398	0.3379210644270585	0.34698994793358506	0.6989892376008847	1	2	1.1374153939009435
12	41	0.7566495248225141	0.02921151087654229	0.007397146408916134	0.0183205024168549	0.021661817686105266	0.04854808105358315	0.06845041945527035	0.08558168085282329	0.16863071173514405	0.30884765433727474	0.4185903596086971	1	2	0.7566495248225141
13	17	0.48547112600195147	0.06842213388933739	0.009748896190208191	0.018171052495269655	0.03073741296995256	0.05098178426657261	0.07441025141967082	0.17933423635872803	0.030219572713430266	0.023445785698781908	0.3936032064138322	2	2	0.9709422520039029
