	gt	ms_total	512-256	256-128	128-64	64-32	32-16	frac
0	68	0.10237745343040594	0.039283002514974574	0.01254224954918471	0.008195106119661778	0.006199101640042436	0.0050541097942866505	0.058040341121144715
1	20	0.11133489869942925	0.04672517836668924	0.015830403899937145	0.009585758841728359	0.006817731329391105	0.005322873058641917	0.059286847274098095
2	43	0.12062886598979312	0.03607514181907238	0.017924434122062335	0.012712271354626088	0.010245171396414138	0.00859827018277082	0.07595545398794992
3	8	0.05610395541038068	0.01520408912394026	0.007947373850579342	0.005835471344422225	0.00477696820982277	0.004120728633298547	0.03677913765314187
4	17	0.06432334833633732	0.023349327038634682	0.007873281478292497	0.00483273985265197	0.003691154649708833	0.0030483860001239284	0.03792563529757871
5	37	0.06985945701984284	0.024151099218864158	0.009061470129544901	0.0054771066663215585	0.004065440059357154	0.0032972198538834215	0.04241113794709526
6	0	0.059457439490069486	0.01594563789937472	0.007659398862030841	0.005586214921962054	0.004739058950540684	0.004275611236681942	0.03923619035401282
7	23	0.06008210741488817	0.02092536616817661	0.006668870587218854	0.004068562976697649	0.00277179485020423	0.002043029779796352	0.03711371146691521
8	20	0.05959643624991774	0.013288447185086448	0.006801959394442483	0.005740304682080692	0.0053381763936881585	0.005104086877384774	0.04120390218744652
9	27	0.07292790675927904	0.021504463500315728	0.006926771000498305	0.004770835652947022	0.0037308514392508166	0.0030446551214472263	0.04837878813751609
10	50	0.1297223576766414	0.04882199696441968	0.020153341035101448	0.012399868283160942	0.009080890583388979	0.0072054709089877655	0.07369488980323394
11	17	0.0705338229626667	0.02516904093376157	0.007870394762679178	0.005150148096447994	0.004540880136044296	0.004347696769139297	0.041017085259765836
12	12	0.09493242391261036	0.027070568837113725	0.014121330928926966	0.009844389430724968	0.00736634478805826	0.005793664911143961	0.06206819016435267
13	50	0.16732725393048242	0.07744945145215307	0.025261070941326597	0.015460709182393654	0.011043999177939455	0.008780398479770714	0.08109740399855864
14	60	0.17790873035659432	0.07079326629039837	0.027701577512730318	0.018806856317684865	0.013758330370986303	0.010345356037026266	0.09677010802916969
15	34	0.12828580837004183	0.07235556979163872	0.024888528663021197	0.013509236404658603	0.008899248408331218	0.0065725356096299654	0.04935770296877315
16	40	0.06380283158657053	0.01895961819027339	0.008884950895404977	0.005965614993695124	0.004464879442778927	0.0035175772137992986	0.04132563618249784
17	34	0.13023532393904438	0.04651232223482888	0.01970386164486315	0.012367781712082816	0.008233353922949103	0.005728986743329878	0.07799401496088564
18	29	0.09008065243298008	0.0370358327616454	0.012540735122795577	0.007337568895364746	0.004962295128675716	0.0036640993187102063	0.049380720352624474
19	41	0.09663526441011018	0.03305327026883801	0.013365401440124169	0.00920784082786026	0.00677585579750357	0.005078029203680237	0.058503964937591926
20	72	0.14602424520883006	0.049462269102044536	0.021077945419688122	0.013721924372006382	0.01027133868488602	0.008097777843075877	0.08846419826370965
21	71	0.11830168979707256	0.04781418001301892	0.01387810816151326	0.006669711914372202	0.0041517288198639896	0.0030595376225000747	0.06742797216155356
22	55	0.10421502770981578	0.04407503810069896	0.01234946110896158	0.0066423280910342134	0.0045510813472191165	0.0037135652651558767	0.05642642434396094
23	37	0.06446603477291897	0.02813970349738011	0.006314582047065549	0.0032946748254740997	0.002239904175561921	0.0017867751289757695	0.03453955614656309
24	53	0.1438950677568246	0.0687348259808001	0.016156660193456837	0.008335846853644918	0.006394236993048918	0.005784387881450749	0.06937585389457375
25	70	0.17312407714947617	0.09284889776358243	0.016818750567908144	0.007706209036760066	0.004459668935973709	0.0029854093492446207	0.07728977003664911
26	38	0.09404524955025255	0.03767859653132142	0.010845524625662427	0.00720041119351669	0.005503378175443354	0.004458228414326881	0.05190842460460425
27	68	0.11121691479304749	0.04881893423712794	0.012805545207563268	0.00715063673784863	0.004587073008992596	0.0032745605549469995	0.05912342000097255
28	23	0.15185489581264153	0.062233901759151194	0.02253965949272441	0.011846822743403203	0.008761530461874757	0.007394790457986582	0.08222620359550376
29	58	0.12841147625756744	0.046809695271805556	0.017985953314511555	0.011472549030445351	0.008591800248738762	0.0065077297073843484	0.07509405127837752
30	50	0.1714768260498971	0.08121076486694455	0.02171113972223452	0.011813782985653892	0.007941336065723866	0.006118652044167364	0.0841474091387852
31	34	0.10755331421647848	0.04814748258596053	0.01087895345512509	0.007273911479169089	0.00573261102094353	0.004868659576762064	0.05453717205375589
32	8	0.06174820207464841	0.02421968410973446	0.006921077078343833	0.0044069521333418675	0.0030920936455543085	0.002190574878240377	0.035337943086673575
33	38	0.06198891437728278	0.01917865148990027	0.007370374358565437	0.005119695819882682	0.004064075374811211	0.0033753807366561314	0.03943488215072638
34	72	0.10984563281389402	0.042571101062927885	0.014296225043716013	0.009793955642139814	0.00797147095547503	0.006912543825842333	0.0603619879251238
35	19	0.04146621948986358	0.013505310249342702	0.003816715626267493	0.0032134039801571096	0.0032114553968878435	0.0032685244996969046	0.024692384740823973
36	15	0.10034720372524969	0.027163459909170518	0.015307202663195935	0.01116747200580022	0.008755956308677542	0.0068142598759525965	0.06636948394012658
37	66	0.07385715255448377	0.029530402350565536	0.009363302044364209	0.005518361960502223	0.004047113887544893	0.003257154664314489	0.04106959553960375
38	21	0.13179927261708277	0.04529961301822476	0.018462346107321385	0.013312715565252207	0.010656624157234973	0.008570900186421159	0.07792875941243685
39	28	0.07117936541359399	0.02109861572346656	0.007896579591927093	0.005732790463007585	0.004418653529406247	0.0034102462573921853	0.046670503432735246
40	45	0.12648020760172135	0.04580073443722495	0.020786690465694015	0.012146005115818906	0.007931908144156534	0.005256824968567549	0.07542264819592884
41	65	0.14288004527820042	0.05324327427378764	0.018435960742290793	0.012940994380319053	0.00990430673400164	0.007909020267333202	0.08172775073707958
42	31	0.04311777748465788	0.018348548686656477	0.004967392505450781	0.0025067568549436187	0.0015114055362155988	0.0010359909984512337	0.023733237799550166
43	49	0.15285983797013186	0.07049729470042712	0.019985291417305588	0.012101734285121377	0.009053225666015085	0.007644797973289723	0.07471774529641502
44	15	0.0443702588764365	0.01374290084528543	0.005521989522382141	0.0038177271510532345	0.003021124815154829	0.0026526049621563913	0.02797475306899468
45	58	0.14976641585760037	0.05664568943044618	0.02424425635526615	0.015359347273243312	0.011096269297360207	0.00856285707194446	0.08455786935520973
46	80	0.12796040753389945	0.053014060550609	0.02289735164698401	0.013545703302881502	0.008705363193872313	0.005723895690862537	0.0692224512924279
47	60	0.08179297974179195	0.03327767922866813	0.01324842340296694	0.0065144013228382045	0.003500557679100295	0.002093982808544058	0.04642131770457976
48	100	0.10526455663736077	0.04084115932124759	0.014123534521211355	0.007173911234887611	0.00462449668295262	0.0034739124562372633	0.06094948485987592
49	35	0.1358066159281743	0.03791506378618927	0.022677768599223526	0.017161567803102348	0.013512136364959543	0.010731981658388031	0.087159570483597
50	13	0.06411823605690464	0.023617452512784933	0.007971151257112537	0.00458826491511606	0.0032373162602510274	0.002481306033735879	0.03801947751038383
51	68	0.07360981464588513	0.025195286272341785	0.008116418168830566	0.004984368285408114	0.0036686056411993633	0.002885720454107233	0.045528807919436115
52	94	0.11813956869333703	0.05624398907530015	0.012968613242738037	0.006278097134899404	0.0039125476743866764	0.002707479978953089	0.05918809963908379
53	58	0.1067018693012621	0.038032431073997564	0.015683537939997855	0.010581687911286896	0.008309011047530832	0.006875020857999946	0.061794417369264595
54	11	0.12194460686401734	0.03893618723179217	0.018336203185405124	0.01295116134359489	0.010280929791621218	0.008507993451634189	0.07450042618059097
55	20	0.06364061797479277	0.024554844539492353	0.00909132220942612	0.004629193625767464	0.002716290677439478	0.001677583702247789	0.03740818973305263
56	9	0.05609053627905837	0.013792343013918469	0.007807052989241871	0.005920619828015356	0.004439034070189137	0.0032734224655068898	0.03902477079963301
57	59	0.05259572719813222	0.018503709658578043	0.005421972238950727	0.0032345969254298774	0.002397139317271046	0.00184552188498515	0.03224649565456903
58	42	0.16304424968204523	0.05235804017761637	0.02793649431908476	0.018346233296966625	0.013093775682322869	0.009622675642287788	0.10106353386214108
59	16	0.04108144028912467	0.016363119997597247	0.004494642126869583	0.00262850922416749	0.002018752226059494	0.0016543980050545998	0.023063922286472825
60	77	0.14152213232776398	0.08333130411389546	0.020420597322026585	0.008480613911456561	0.004046801483980883	0.0020139700430764178	0.0561768581707921
61	83	0.13978943745464387	0.0583100571032535	0.018996745902638695	0.011626010028998827	0.008137580531231033	0.0056776305743399804	0.07580174977705038
62	1	0.04042523012153769	0.008544877355149865	0.005576106007907721	0.004663009885110504	0.004104267372041694	0.003751657823891768	0.028128694942496053
63	21	0.07643023391481982	0.0177738319120096	0.010382702274797479	0.006789099698547229	0.004208308144506985	0.0025358009619625504	0.05612060104084767
64	30	0.08445564901161795	0.031084943523818197	0.010414010588594287	0.0066684303261382045	0.005023025698524259	0.003983697053138699	0.04938700843466105
65	2	0.0336125800601554	0.007676614212321306	0.004031516874234978	0.0034966899908165827	0.002985496098813446	0.0025122919438156344	0.02342367390401846
66	49	0.09457116545345004	0.031684994525826966	0.012452418991016014	0.008122704047262824	0.005857320017039114	0.004519250454247023	0.058366920473376056
67	16	0.09388442946485852	0.03917485786841098	0.015143667451623358	0.011373776404885468	0.00921457889713616	0.007701845038934774	0.04700772655751276
